function,group,deprecated_in_c_api,header_line,node_neo_binding,node_neo_wrapper,node_neo_symbol,node_neo_reason,go_binding,go_wrapper,go_symbol,go_reason,rust_binding,rust_wrapper,rust_symbol,rust_reason,csharp_binding,csharp_wrapper,csharp_symbol,csharp_reason,swift_binding,swift_wrapper,swift_symbol,swift_reason,julia_binding,julia_wrapper,julia_symbol,julia_reason
duckdb_vector_get_validity,Vector Interface,False,3475,True,True,vector_get_validity,,True,True,VectorGetValidity,,True,True,duckdb_vector_get_validity,,True,True,Vectors.DuckDBVectorEnsureValidityWritable,,False,True,duckdb_vector_get_validity,,True,True,duckdb_vector_get_validity,
duckdb_vector_ensure_validity_writable,Vector Interface,False,3485,True,True,vector_ensure_validity_writable,,True,True,VectorEnsureValidityWritable,,True,True,duckdb_vector_ensure_validity_writable,,True,True,Vectors.DuckDBVectorEnsureValidityWritable,,False,False,,,True,True,duckdb_vector_ensure_validity_writable,
duckdb_vector_assign_string_element,Vector Interface,False,3497,True,True,vector_assign_string_element,,False,False,,,True,True,duckdb_vector_assign_string_element,,True,True,Vectors.DuckDBVectorAssignStringElement,,False,False,,,True,False,duckdb_vector_assign_string_element,
duckdb_vector_assign_string_element_len,Vector Interface,False,3510,True,True,vector_assign_string_element_len,,True,False,VectorAssignStringElement,,True,True,duckdb_vector_assign_string_element_len,,True,True,Vectors.DuckDBVectorAssignStringElementLength,,False,False,,,True,True,duckdb_vector_assign_string_element_len,
duckdb_unsafe_vector_assign_string_element_len,Vector Interface,False,3524,False,False,,TODO: utf8,True,False,UnsafeVectorAssignStringElementLen,,True,False,duckdb_unsafe_vector_assign_string_element_len,,False,False,,,False,False,,,True,False,duckdb_unsafe_vector_assign_string_element_len,
duckdb_list_vector_get_child,Vector Interface,False,3535,True,True,list_vector_get_child,,True,True,ListVectorGetChild,,True,True,duckdb_list_vector_get_child,,True,True,Vectors.DuckDBListVectorGetChild,,False,True,duckdb_list_vector_get_child,,True,True,duckdb_list_vector_get_child,
duckdb_list_vector_get_size,Vector Interface,False,3543,True,True,list_vector_get_size,,True,True,ListVectorGetSize,,True,True,duckdb_list_vector_get_size,,True,False,Vectors.DuckDBListVectorGetSize,,False,True,duckdb_list_vector_get_size,,True,True,duckdb_list_vector_get_size,
duckdb_list_vector_set_size,Vector Interface,False,3555,True,True,list_vector_set_size,,True,True,ListVectorSetSize,,True,True,duckdb_list_vector_set_size,,True,True,Vectors.DuckDBListVectorSetSize,,False,False,,,True,False,duckdb_list_vector_set_size,
duckdb_list_vector_reserve,Vector Interface,False,3567,True,True,list_vector_reserve,,True,True,ListVectorReserve,,True,True,duckdb_list_vector_reserve,,True,True,Vectors.DuckDBListVectorReserve,,False,False,,,True,False,duckdb_list_vector_reserve,
duckdb_struct_vector_get_child,Vector Interface,False,3577,True,True,struct_vector_get_child,,True,True,StructVectorGetChild,,True,True,duckdb_struct_vector_get_child,,True,True,Vectors.DuckDBStructVectorGetChild,,False,True,duckdb_struct_vector_get_child,,True,True,duckdb_struct_vector_get_child,
duckdb_array_vector_get_child,Vector Interface,False,3587,True,True,array_vector_get_child,,True,True,ArrayVectorGetChild,,True,True,duckdb_array_vector_get_child,,True,True,Vectors.DuckDBArrayVectorGetChild,,False,False,,,True,True,duckdb_array_vector_get_child,
duckdb_slice_vector,Vector Interface,False,3598,False,False,,TODO: vector manipulation,True,False,SliceVector,,True,False,duckdb_slice_vector,,False,False,,,False,False,,,True,False,duckdb_slice_vector,
duckdb_vector_copy_sel,Vector Interface,False,3613,False,False,,TODO: vector manipulation,True,False,VectorCopySel,,True,False,duckdb_vector_copy_sel,,False,False,,,False,False,,,True,False,duckdb_vector_copy_sel,
duckdb_vector_reference_value,Vector Interface,False,3622,False,False,,TODO: vector manipulation,True,False,VectorReferenceValue,,True,False,duckdb_vector_reference_value,,False,False,,,False,False,,,True,False,duckdb_vector_reference_value,
duckdb_vector_reference_vector,Vector Interface,False,3630,False,False,,TODO: vector manipulation,True,False,VectorReferenceVector,,True,False,duckdb_vector_reference_vector,,False,False,,,False,False,,,True,False,duckdb_vector_reference_vector,
duckdb_validity_row_is_valid,Validity Mask Functions,False,3647,True,False,validity_row_is_valid,,True,False,ValidityRowIsValid,,True,True,duckdb_validity_row_is_valid,,False,False,,,False,False,,,True,False,duckdb_validity_row_is_valid,
duckdb_validity_set_row_validity,Validity Mask Functions,False,3659,True,False,validity_set_row_validity,,True,False,ValiditySetRowValidity,,True,False,duckdb_validity_set_row_validity,,True,True,ValidityMask.DuckDBValiditySetRowValidity,,False,False,,,True,False,duckdb_validity_set_row_validity,
duckdb_validity_set_row_invalid,Validity Mask Functions,False,3669,True,False,validity_set_row_invalid,,True,True,ValiditySetRowInvalid,,True,True,duckdb_validity_set_row_invalid,,False,False,,,False,False,,,True,False,duckdb_validity_set_row_invalid,
duckdb_validity_set_row_valid,Validity Mask Functions,False,3679,True,False,validity_set_row_valid,,True,False,ValiditySetRowValid,,True,False,duckdb_validity_set_row_valid,,False,False,,,False,False,,,True,False,duckdb_validity_set_row_valid,
duckdb_create_scalar_function,Scalar Functions,False,3697,True,True,create_scalar_function,,True,True,CreateScalarFunction,,True,True,duckdb_create_scalar_function,,True,True,ScalarFunction.DuckDBCreateScalarFunction,,False,False,,,True,True,duckdb_create_scalar_function,
duckdb_destroy_scalar_function,Scalar Functions,False,3704,True,True,destroy_scalar_function_sync,,True,True,DestroyScalarFunction,,True,True,duckdb_destroy_scalar_function,,True,True,ScalarFunction.DuckDBDestroyScalarFunction,,False,False,,,True,True,duckdb_destroy_scalar_function,
duckdb_scalar_function_set_name,Scalar Functions,False,3712,True,True,scalar_function_set_name,,True,True,ScalarFunctionSetName,,True,True,duckdb_scalar_function_set_name,,True,True,ScalarFunction.DuckDBScalarFunctionSetName,,False,False,,,True,True,duckdb_scalar_function_set_name,
duckdb_scalar_function_set_varargs,Scalar Functions,False,3722,True,True,scalar_function_set_varargs,,True,True,ScalarFunctionSetVarargs,,True,True,duckdb_scalar_function_set_varargs,,True,True,ScalarFunction.DuckDBScalarFunctionSetVarargs,,False,False,,,True,False,duckdb_scalar_function_set_varargs,
duckdb_scalar_function_set_special_handling,Scalar Functions,False,3729,True,True,scalar_function_set_special_handling,,True,True,ScalarFunctionSetSpecialHandling,,True,False,duckdb_scalar_function_set_special_handling,,True,True,ScalarFunction.DuckDBScalarFunctionSetSpecialHandling,,False,False,,,True,False,duckdb_scalar_function_set_special_handling,
duckdb_scalar_function_set_volatile,Scalar Functions,False,3737,True,True,scalar_function_set_volatile,,True,True,ScalarFunctionSetVolatile,,True,True,duckdb_scalar_function_set_volatile,,True,True,ScalarFunction.DuckDBScalarFunctionSetVolatile,,False,False,,,True,False,duckdb_scalar_function_set_volatile,
duckdb_scalar_function_add_parameter,Scalar Functions,False,3745,True,True,scalar_function_add_parameter,,True,True,ScalarFunctionAddParameter,,True,True,duckdb_scalar_function_add_parameter,,True,True,ScalarFunction.DuckDBScalarFunctionAddParameter,,False,False,,,True,True,duckdb_scalar_function_add_parameter,
duckdb_scalar_function_set_return_type,Scalar Functions,False,3754,True,True,scalar_function_set_return_type,,True,True,ScalarFunctionSetReturnType,,True,True,duckdb_scalar_function_set_return_type,,True,True,ScalarFunction.DuckDBScalarFunctionSetReturnType,,False,False,,,True,True,duckdb_scalar_function_set_return_type,
duckdb_scalar_function_set_extra_info,Scalar Functions,False,3764,True,True,scalar_function_set_extra_info,,True,True,ScalarFunctionSetExtraInfo,,True,True,duckdb_scalar_function_set_extra_info,,True,True,ScalarFunction.DuckDBScalarFunctionSetExtraInfo,,False,False,,,True,True,duckdb_scalar_function_set_extra_info,
duckdb_scalar_function_set_bind,Scalar Functions,False,3773,True,True,scalar_function_set_bind,,True,True,ScalarFunctionSetBind,,True,False,duckdb_scalar_function_set_bind,,True,True,ScalarFunction.DuckDBScalarFunctionSetBind,,False,False,,,True,False,duckdb_scalar_function_set_bind,
duckdb_scalar_function_set_bind_data,Scalar Functions,False,3785,True,True,scalar_function_set_bind_data,,True,True,ScalarFunctionSetBindData,,True,False,duckdb_scalar_function_set_bind_data,,True,True,ScalarFunction.DuckDBScalarFunctionSetBindData,,False,False,,,True,False,duckdb_scalar_function_set_bind_data,
duckdb_scalar_function_set_bind_data_copy,Scalar Functions,False,3794,False,False,,handled by scalar_function_set_bind_data,True,True,ScalarFunctionSetBindDataCopy,,True,False,duckdb_scalar_function_set_bind_data_copy,,False,False,,,False,False,,,True,False,duckdb_scalar_function_set_bind_data_copy,
duckdb_scalar_function_bind_set_error,Scalar Functions,False,3802,True,True,scalar_function_bind_set_error,,True,True,ScalarFunctionBindSetError,,True,False,duckdb_scalar_function_bind_set_error,,False,False,,,False,False,,,True,False,duckdb_scalar_function_bind_set_error,
duckdb_scalar_function_set_function,Scalar Functions,False,3810,True,True,scalar_function_set_function,,True,True,ScalarFunctionSetFunction,,True,True,duckdb_scalar_function_set_function,,True,True,ScalarFunction.DuckDBScalarFunctionSetFunction,,False,False,,,True,True,duckdb_scalar_function_set_function,
duckdb_register_scalar_function,Scalar Functions,False,3824,True,True,register_scalar_function,,True,True,RegisterScalarFunction,,True,False,duckdb_register_scalar_function,,True,True,ScalarFunction.DuckDBRegisterScalarFunction,,False,False,,,True,True,duckdb_register_scalar_function,
duckdb_scalar_function_get_extra_info,Scalar Functions,False,3833,True,True,scalar_function_get_extra_info,,True,True,ScalarFunctionGetExtraInfo,,True,True,duckdb_scalar_function_get_extra_info,,True,True,ScalarFunction.DuckDBScalarFunctionGetExtraInfo,,False,False,,,True,True,duckdb_scalar_function_get_extra_info,
duckdb_scalar_function_bind_get_extra_info,Scalar Functions,False,3841,True,True,scalar_function_bind_get_extra_info,,True,True,ScalarFunctionBindGetExtraInfo,,True,False,duckdb_scalar_function_bind_get_extra_info,,True,False,ScalarFunction.DuckDBScalarFunctionBindGetExtraInfo,,False,False,,,True,False,duckdb_scalar_function_bind_get_extra_info,
duckdb_scalar_function_get_bind_data,Scalar Functions,False,3850,True,True,scalar_function_get_bind_data,,True,True,ScalarFunctionGetBindData,,True,False,duckdb_scalar_function_get_bind_data,,True,True,ScalarFunction.DuckDBScalarFunctionGetBindData,,False,False,,,True,False,duckdb_scalar_function_get_bind_data,
duckdb_scalar_function_get_client_context,Scalar Functions,False,3858,True,True,scalar_function_get_client_context,,True,True,ScalarFunctionGetClientContext,,True,False,duckdb_scalar_function_get_client_context,,True,True,ScalarFunction.DuckDBScalarFunctionGetClientContext,,False,False,,,True,False,duckdb_scalar_function_get_client_context,
duckdb_scalar_function_set_error,Scalar Functions,False,3866,True,True,scalar_function_set_error,,True,True,ScalarFunctionSetError,,True,True,duckdb_scalar_function_set_error,,True,True,ScalarFunction.DuckDBScalarFunctionSetError,,False,False,,,True,True,duckdb_scalar_function_set_error,
duckdb_create_scalar_function_set,Scalar Functions,False,3875,False,False,,TODO: scalar function set,True,True,CreateScalarFunctionSet,,True,True,duckdb_create_scalar_function_set,,False,False,,,False,False,,,True,False,duckdb_create_scalar_function_set,
duckdb_destroy_scalar_function_set,Scalar Functions,False,3881,False,False,,TODO: scalar function set,True,True,DestroyScalarFunctionSet,,True,True,duckdb_destroy_scalar_function_set,,False,False,,,False,False,,,True,False,duckdb_destroy_scalar_function_set,
duckdb_add_scalar_function_to_set,Scalar Functions,False,3891,False,False,,TODO: scalar function set,True,True,AddScalarFunctionToSet,,True,True,duckdb_add_scalar_function_to_set,,False,False,,,False,False,,,True,False,duckdb_add_scalar_function_to_set,
duckdb_register_scalar_function_set,Scalar Functions,False,3905,False,False,,TODO: scalar function set,True,True,RegisterScalarFunctionSet,,True,True,duckdb_register_scalar_function_set,,False,False,,,False,False,,,True,False,duckdb_register_scalar_function_set,
duckdb_scalar_function_bind_get_argument_count,Scalar Functions,False,3913,False,False,,TODO: scalar function expression,True,True,ScalarFunctionBindGetArgumentCount,,True,False,duckdb_scalar_function_bind_get_argument_count,,False,False,,,False,False,,,True,False,duckdb_scalar_function_bind_get_argument_count,
duckdb_scalar_function_bind_get_argument,Scalar Functions,False,3922,False,False,,TODO: scalar function expression,True,True,ScalarFunctionBindGetArgument,,True,False,duckdb_scalar_function_bind_get_argument,,False,False,,,False,False,,,True,False,duckdb_scalar_function_bind_get_argument,
duckdb_scalar_function_get_state,Scalar Functions,False,3930,False,False,,TODO: scalar function init,False,False,,,True,False,duckdb_scalar_function_get_state,,False,False,,,False,False,,,True,False,duckdb_scalar_function_get_state,
duckdb_scalar_function_set_init,Scalar Functions,False,3938,False,False,,TODO: scalar function init,False,False,,,True,False,duckdb_scalar_function_set_init,,False,False,,,False,False,,,True,False,duckdb_scalar_function_set_init,
duckdb_scalar_function_init_set_error,Scalar Functions,False,3947,False,False,,TODO: scalar function init,False,False,,,True,False,duckdb_scalar_function_init_set_error,,False,False,,,False,False,,,True,False,duckdb_scalar_function_init_set_error,
duckdb_scalar_function_init_set_state,Scalar Functions,False,3956,False,False,,TODO: scalar function init,False,False,,,True,False,duckdb_scalar_function_init_set_state,,False,False,,,False,False,,,True,False,duckdb_scalar_function_init_set_state,
duckdb_scalar_function_init_get_client_context,Scalar Functions,False,3965,False,False,,TODO: scalar function init,False,False,,,True,False,duckdb_scalar_function_init_get_client_context,,False,False,,,False,False,,,True,False,duckdb_scalar_function_init_get_client_context,
duckdb_scalar_function_init_get_bind_data,Scalar Functions,False,3975,False,False,,TODO: scalar function init,False,False,,,True,False,duckdb_scalar_function_init_get_bind_data,,False,False,,,False,False,,,True,False,duckdb_scalar_function_init_get_bind_data,
duckdb_scalar_function_init_get_extra_info,Scalar Functions,False,3983,False,False,,TODO: scalar function init,False,False,,,True,False,duckdb_scalar_function_init_get_extra_info,,False,False,,,False,False,,,True,False,duckdb_scalar_function_init_get_extra_info,
duckdb_create_selection_vector,Selection Vector Interface,False,4001,False,False,,TODO: selection vector,True,False,CreateSelectionVector,,True,False,duckdb_create_selection_vector,,False,False,,,False,False,,,True,False,duckdb_create_selection_vector,
duckdb_destroy_selection_vector,Selection Vector Interface,False,4008,False,False,,TODO: selection vector,True,False,DestroySelectionVector,,True,False,duckdb_destroy_selection_vector,,False,False,,,False,False,,,True,False,duckdb_destroy_selection_vector,
duckdb_selection_vector_get_data_ptr,Selection Vector Interface,False,4016,False,False,,TODO: selection vector,True,False,SelectionVectorGetDataPtr,,True,False,duckdb_selection_vector_get_data_ptr,,False,False,,,False,False,,,True,False,duckdb_selection_vector_get_data_ptr,
duckdb_create_aggregate_function,Aggregate Functions,False,4033,False,False,,TODO: aggregate function,False,False,,,True,False,duckdb_create_aggregate_function,,False,False,,,False,False,,,True,False,duckdb_create_aggregate_function,
duckdb_destroy_aggregate_function,Aggregate Functions,False,4039,False,False,,TODO: aggregate function,False,False,,,True,False,duckdb_destroy_aggregate_function,,False,False,,,False,False,,,True,False,duckdb_destroy_aggregate_function,
duckdb_aggregate_function_set_name,Aggregate Functions,False,4047,False,False,,TODO: aggregate function,False,False,,,True,False,duckdb_aggregate_function_set_name,,False,False,,,False,False,,,True,False,duckdb_aggregate_function_set_name,
duckdb_aggregate_function_add_parameter,Aggregate Functions,False,4055,False,False,,TODO: aggregate function,False,False,,,True,False,duckdb_aggregate_function_add_parameter,,False,False,,,False,False,,,True,False,duckdb_aggregate_function_add_parameter,
duckdb_aggregate_function_set_return_type,Aggregate Functions,False,4064,False,False,,TODO: aggregate function,False,False,,,True,False,duckdb_aggregate_function_set_return_type,,False,False,,,False,False,,,True,False,duckdb_aggregate_function_set_return_type,
duckdb_aggregate_function_set_functions,Aggregate Functions,False,4077,False,False,,TODO: aggregate function,False,False,,,True,False,duckdb_aggregate_function_set_functions,,False,False,,,False,False,,,True,False,duckdb_aggregate_function_set_functions,
duckdb_aggregate_function_set_destructor,Aggregate Functions,False,4090,False,False,,TODO: aggregate function,False,False,,,True,False,duckdb_aggregate_function_set_destructor,,False,False,,,False,False,,,True,False,duckdb_aggregate_function_set_destructor,
duckdb_register_aggregate_function,Aggregate Functions,False,4103,False,False,,TODO: aggregate function,False,False,,,True,False,duckdb_register_aggregate_function,,False,False,,,False,False,,,True,False,duckdb_register_aggregate_function,
duckdb_aggregate_function_set_special_handling,Aggregate Functions,False,4111,False,False,,TODO: aggregate function,False,False,,,True,False,duckdb_aggregate_function_set_special_handling,,False,False,,,False,False,,,True,False,duckdb_aggregate_function_set_special_handling,
duckdb_aggregate_function_set_extra_info,Aggregate Functions,False,4120,False,False,,TODO: aggregate function,False,False,,,True,False,duckdb_aggregate_function_set_extra_info,,False,False,,,False,False,,,True,False,duckdb_aggregate_function_set_extra_info,
duckdb_aggregate_function_get_extra_info,Aggregate Functions,False,4129,False,False,,TODO: aggregate function,False,False,,,True,False,duckdb_aggregate_function_get_extra_info,,False,False,,,False,False,,,True,False,duckdb_aggregate_function_get_extra_info,
duckdb_aggregate_function_set_error,Aggregate Functions,False,4137,False,False,,TODO: aggregate function,False,False,,,True,False,duckdb_aggregate_function_set_error,,False,False,,,False,False,,,True,False,duckdb_aggregate_function_set_error,
duckdb_create_aggregate_function_set,Aggregate Functions,False,4146,False,False,,TODO: aggregate function set,False,False,,,True,False,duckdb_create_aggregate_function_set,,False,False,,,False,False,,,True,False,duckdb_create_aggregate_function_set,
duckdb_destroy_aggregate_function_set,Aggregate Functions,False,4152,False,False,,TODO: aggregate function set,False,False,,,True,False,duckdb_destroy_aggregate_function_set,,False,False,,,False,False,,,True,False,duckdb_destroy_aggregate_function_set,
duckdb_add_aggregate_function_to_set,Aggregate Functions,False,4162,False,False,,TODO: aggregate function set,False,False,,,True,False,duckdb_add_aggregate_function_to_set,,False,False,,,False,False,,,True,False,duckdb_add_aggregate_function_to_set,
duckdb_register_aggregate_function_set,Aggregate Functions,False,4176,False,False,,TODO: aggregate function set,False,False,,,True,False,duckdb_register_aggregate_function_set,,False,False,,,False,False,,,True,False,duckdb_register_aggregate_function_set,
duckdb_create_table_function,Table Functions,False,4194,False,False,,TODO: table function,True,True,CreateTableFunction,,True,True,duckdb_create_table_function,,True,True,TableFunction.DuckDBCreateTableFunction,,False,False,,,True,True,duckdb_create_table_function,
duckdb_destroy_table_function,Table Functions,False,4201,False,False,,TODO: table function,True,True,DestroyTableFunction,,True,True,duckdb_destroy_table_function,,True,True,TableFunction.DuckDBDestroyTableFunction,,False,False,,,True,True,duckdb_destroy_table_function,
duckdb_table_function_set_name,Table Functions,False,4209,False,False,,TODO: table function,True,True,TableFunctionSetName,,True,True,duckdb_table_function_set_name,,True,True,TableFunction.DuckDBTableFunctionSetName,,False,False,,,True,True,duckdb_table_function_set_name,
duckdb_table_function_add_parameter,Table Functions,False,4217,False,False,,TODO: table function,True,True,TableFunctionAddParameter,,True,True,duckdb_table_function_add_parameter,,True,True,TableFunction.DuckDBTableFunctionAddParameter,,False,False,,,True,True,duckdb_table_function_add_parameter,
duckdb_table_function_add_named_parameter,Table Functions,False,4226,False,False,,TODO: table function,True,True,TableFunctionAddNamedParameter,,True,True,duckdb_table_function_add_named_parameter,,True,True,TableFunction.DuckDBTableFunctionAddNamedParameter,,False,False,,,True,False,duckdb_table_function_add_named_parameter,
duckdb_table_function_set_extra_info,Table Functions,False,4236,False,False,,TODO: table function,True,True,TableFunctionSetExtraInfo,,True,True,duckdb_table_function_set_extra_info,,True,True,TableFunction.DuckDBTableFunctionSetExtraInfo,,False,False,,,True,True,duckdb_table_function_set_extra_info,
duckdb_table_function_set_bind,Table Functions,False,4245,False,False,,TODO: table function,True,True,TableFunctionSetBind,,True,True,duckdb_table_function_set_bind,,True,True,TableFunction.DuckDBTableFunctionSetBind,,False,False,,,True,True,duckdb_table_function_set_bind,
duckdb_table_function_set_init,Table Functions,False,4254,False,False,,TODO: table function,True,True,TableFunctionSetInit,,True,True,duckdb_table_function_set_init,,True,True,TableFunction.DuckDBTableFunctionSetInit,,False,False,,,True,True,duckdb_table_function_set_init,
duckdb_table_function_set_local_init,Table Functions,False,4263,False,False,,TODO: table function,True,True,TableFunctionSetLocalInit,,True,True,duckdb_table_function_set_local_init,,False,False,,,False,False,,,True,True,duckdb_table_function_set_local_init,
duckdb_table_function_set_function,Table Functions,False,4272,False,False,,TODO: table function,True,True,TableFunctionSetFunction,,True,True,duckdb_table_function_set_function,,True,True,TableFunction.DuckDBTableFunctionSetFunction,,False,False,,,True,True,duckdb_table_function_set_function,
duckdb_table_function_supports_projection_pushdown,Table Functions,False,4285,False,False,,TODO: table function,True,True,TableFunctionSupportsProjectionPushdown,,True,True,duckdb_table_function_supports_projection_pushdown,,True,True,TableFunction.DuckDBTableFunctionSupportsProjectionPushdown,,False,False,,,True,True,duckdb_table_function_supports_projection_pushdown,
duckdb_register_table_function,Table Functions,False,4299,False,False,,TODO: table function,True,True,RegisterTableFunction,,True,True,duckdb_register_table_function,,True,True,TableFunction.DuckDBRegisterTableFunction,,False,False,,,True,True,duckdb_register_table_function,
duckdb_bind_get_extra_info,Table Function Bind,False,4315,False,False,,TODO: bind info,True,True,BindGetExtraInfo,,True,True,duckdb_bind_get_extra_info,,True,True,TableFunction.DuckDBBindGetExtraInfo,,False,False,,,True,True,duckdb_bind_get_extra_info,
duckdb_table_function_get_client_context,Table Function Bind,False,4323,False,False,,TODO: bind info,True,True,TableFunctionGetClientContext,,True,False,duckdb_table_function_get_client_context,,True,True,TableFunction.DuckDBTableFunctionGetClientContext,,False,False,,,True,False,duckdb_table_function_get_client_context,
duckdb_bind_add_result_column,Table Function Bind,False,4332,False,False,,TODO: bind info,True,True,BindAddResultColumn,,True,True,duckdb_bind_add_result_column,,True,True,TableFunction.DuckDBBindAddResultColumn,,False,False,,,True,True,duckdb_bind_add_result_column,
duckdb_bind_get_parameter_count,Table Function Bind,False,4340,False,False,,TODO: bind info,True,False,BindGetParameterCount,,True,True,duckdb_bind_get_parameter_count,,True,True,TableFunction.DuckDBBindGetParameterCount,,False,False,,,True,True,duckdb_bind_get_parameter_count,
duckdb_bind_get_parameter,Table Function Bind,False,4351,False,False,,TODO: bind info,True,True,BindGetParameter,,True,True,duckdb_bind_get_parameter,,True,True,TableFunction.DuckDBBindGetParameter,,False,False,,,True,True,duckdb_bind_get_parameter,
duckdb_bind_get_named_parameter,Table Function Bind,False,4362,False,False,,TODO: bind info,True,True,BindGetNamedParameter,,True,True,duckdb_bind_get_named_parameter,,True,True,TableFunction.DuckDBBindGetNamedParameter,,False,False,,,True,False,duckdb_bind_get_named_parameter,
duckdb_bind_set_bind_data,Table Function Bind,False,4372,False,False,,TODO: bind info,True,True,BindSetBindData,,True,True,duckdb_bind_set_bind_data,,True,True,TableFunction.DuckDBBindSetBindData,,False,False,,,True,True,duckdb_bind_set_bind_data,
duckdb_bind_set_cardinality,Table Function Bind,False,4380,False,False,,TODO: bind info,True,True,BindSetCardinality,,True,True,duckdb_bind_set_cardinality,,True,True,TableFunction.DuckDBBindSetCardinality,,False,False,,,True,True,duckdb_bind_set_cardinality,
duckdb_bind_set_error,Table Function Bind,False,4388,False,False,,TODO: bind info,True,True,BindSetError,,True,True,duckdb_bind_set_error,,True,True,TableFunction.DuckDBBindSetError,,False,False,,,True,True,duckdb_bind_set_error,
duckdb_init_get_extra_info,Table Function Init,False,4404,False,False,,TODO: init info,True,False,InitGetExtraInfo,,True,True,duckdb_init_get_extra_info,,True,False,TableFunction.DuckDBInitGetExtraInfo,,False,False,,,True,True,duckdb_init_get_extra_info,
duckdb_init_get_bind_data,Table Function Init,False,4415,False,False,,TODO: init info,True,True,InitGetBindData,,True,True,duckdb_init_get_bind_data,,True,True,TableFunction.DuckDBInitGetBindData,,False,False,,,True,True,duckdb_init_get_bind_data,
duckdb_init_set_init_data,Table Function Init,False,4424,False,False,,TODO: init info,True,True,InitSetInitData,,True,True,duckdb_init_set_init_data,,True,True,TableFunction.DuckDBInitSetInitData,,False,False,,,True,True,duckdb_init_set_init_data,
duckdb_init_get_column_count,Table Function Init,False,4434,False,False,,TODO: init info,True,True,InitGetColumnCount,,True,True,duckdb_init_get_column_count,,True,True,TableFunction.DuckDBInitGetColumnCount,,False,False,,,True,True,duckdb_init_get_column_count,
duckdb_init_get_column_index,Table Function Init,False,4445,False,False,,TODO: init info,True,True,InitGetColumnIndex,,True,True,duckdb_init_get_column_index,,True,True,TableFunction.DuckDBInitGetColumnIndex,,False,False,,,True,True,duckdb_init_get_column_index,
duckdb_init_set_max_threads,Table Function Init,False,4453,False,False,,TODO: init info,True,True,InitSetMaxThreads,,True,True,duckdb_init_set_max_threads,,False,False,,,False,False,,,True,True,duckdb_init_set_max_threads,
duckdb_init_set_error,Table Function Init,False,4461,False,False,,TODO: init info,True,False,InitSetError,,True,True,duckdb_init_set_error,,True,True,TableFunction.DuckDBInitSetError,,False,False,,,True,True,duckdb_init_set_error,
duckdb_function_get_extra_info,Table Function,False,4477,False,False,,TODO: function info,True,False,FunctionGetExtraInfo,,True,True,duckdb_function_get_extra_info,,True,True,TableFunction.DuckDBFunctionGetExtraInfo,,False,False,,,True,True,duckdb_function_get_extra_info,
duckdb_function_get_bind_data,Table Function,False,4488,False,False,,TODO: function info,True,True,FunctionGetBindData,,True,True,duckdb_function_get_bind_data,,True,True,TableFunction.DuckDBFunctionGetBindData,,False,False,,,True,True,duckdb_function_get_bind_data,
duckdb_function_get_init_data,Table Function,False,4496,False,False,,TODO: function info,True,False,FunctionGetInitData,,True,True,duckdb_function_get_init_data,,True,True,TableFunction.DuckDBFunctionGetInitData,,False,False,,,True,True,duckdb_function_get_init_data,
duckdb_function_get_local_init_data,Table Function,False,4504,False,False,,TODO: function info,True,True,FunctionGetLocalInitData,,True,True,duckdb_function_get_local_init_data,,False,False,,,False,False,,,True,True,duckdb_function_get_local_init_data,
duckdb_function_set_error,Table Function,False,4512,False,False,,TODO: function info,True,True,FunctionSetError,,True,True,duckdb_function_set_error,,True,True,TableFunction.DuckDBFunctionSetError,,False,False,,,True,True,duckdb_function_set_error,
duckdb_add_replacement_scan,Replacement Scans,False,4530,False,False,,TODO: replacement scan,True,True,AddReplacementScan,,True,False,duckdb_add_replacement_scan,,False,False,,,False,False,,,True,True,duckdb_add_replacement_scan,
duckdb_replacement_scan_set_function_name,Replacement Scans,False,4540,False,False,,TODO: replacement scan,True,True,ReplacementScanSetFunctionName,,True,False,duckdb_replacement_scan_set_function_name,,False,False,,,False,False,,,True,True,duckdb_replacement_scan_set_function_name,
duckdb_replacement_scan_add_parameter,Replacement Scans,False,4549,False,False,,TODO: replacement scan,True,True,ReplacementScanAddParameter,,True,False,duckdb_replacement_scan_add_parameter,,False,False,,,False,False,,,True,True,duckdb_replacement_scan_add_parameter,
duckdb_replacement_scan_set_error,Replacement Scans,False,4557,False,False,,TODO: replacement scan,True,True,ReplacementScanSetError,,True,False,duckdb_replacement_scan_set_error,,False,False,,,False,False,,,True,True,duckdb_replacement_scan_set_error,
duckdb_get_profiling_info,Profiling Info,False,4572,False,False,,TODO: profiling info,True,True,GetProfilingInfo,,True,True,duckdb_get_profiling_info,,False,False,,,False,False,,,True,False,duckdb_get_profiling_info,
duckdb_profiling_info_get_value,Profiling Info,False,4583,False,False,,TODO: profiling info,True,False,ProfilingInfoGetValue,,True,False,duckdb_profiling_info_get_value,,False,False,,,False,False,,,True,False,duckdb_profiling_info_get_value,
duckdb_profiling_info_get_metrics,Profiling Info,False,4592,False,False,,TODO: profiling info,True,True,ProfilingInfoGetMetrics,,True,True,duckdb_profiling_info_get_metrics,,False,False,,,False,False,,,True,False,duckdb_profiling_info_get_metrics,
duckdb_profiling_info_get_child_count,Profiling Info,False,4600,False,False,,TODO: profiling info,True,True,ProfilingInfoGetChildCount,,True,True,duckdb_profiling_info_get_child_count,,False,False,,,False,False,,,True,False,duckdb_profiling_info_get_child_count,
